,id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
5707,14565,1,2,1,3,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0.8,0.6,0.8746427842,9,1,1,0,0,4,1,0,2,1,9,2,0.316227766,0.8479435503,0.3201562119,3.6055512755000003,0.5,0.9,0.2,3,2,7,3,10,3,8,6,1,5,7,0,0,0,1,1,0
5708,14567,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.3,0.3,-1.0,11,1,-1,0,-1,1,1,1,2,1,31,3,0.423792402,0.7444005853,0.4084115571,2.8284271247,0.7,0.8,0.1,4,1,8,3,11,2,8,7,1,1,6,0,1,1,0,0,0
5709,14571,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,1.2160386506999998,11,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.7158621918000001,0.3583294573,3.6055512755000003,0.0,0.4,0.9,3,0,8,5,8,3,11,6,1,4,5,0,0,1,0,1,0
5710,14572,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.6,0.2,0.6841966092,7,0,-1,0,-1,7,1,1,2,1,96,3,0.44721359549999995,0.7017540007999999,0.43011626340000003,2.4494897428,0.3,0.5,0.8,2,1,6,3,9,4,7,4,1,7,7,0,1,0,0,0,1
5711,14576,0,2,1,5,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0.9,0.5,0.8070006195999999,11,1,-1,0,-1,14,1,1,2,1,82,3,0.316227766,0.6318835807000001,0.36851051549999997,2.8284271247,0.1,0.7,0.7,3,1,8,4,8,3,8,6,0,3,7,0,0,0,0,0,0
5712,14580,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.1,0.2,-1.0,7,1,-1,2,-1,0,1,1,2,1,100,0,0.3997499218,0.7689882803,0.423083916,3.4641016150999997,0.7,0.0,0.9,2,2,8,2,9,4,11,4,1,1,11,0,0,0,0,0,0
5713,14581,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0.1,0.1,-1.0,7,1,-1,0,-1,1,1,1,2,1,80,3,0.316227766,0.7461609735,-1.0,3.6055512755000003,0.4,0.9,0.6,1,3,8,4,12,2,4,3,0,4,4,0,1,0,0,0,0
5714,14582,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,9,1,0,0,0.7,0.2,0.625,11,1,-1,0,-1,11,1,1,3,1,19,3,0.3155946768,0.5288573368,0.3660601044,1.4142135624,0.3,0.8,0.8,2,2,10,3,11,4,12,4,1,2,7,0,1,0,0,0,1
5715,14586,0,1,1,11,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,-1.0,9,1,1,0,1,0,1,1,2,1,39,3,0.316227766,0.6736633536,-1.0,2.8284271247,0.1,0.1,0.2,2,3,4,5,8,2,17,7,1,1,6,0,0,1,0,1,0
5716,14594,1,0,1,4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.0,0.0,0.6754628043,11,1,-1,0,-1,0,1,1,2,1,98,3,0.4,0.7141717737000001,0.39749213829999996,2.6457513111,0.6,0.4,0.3,2,2,8,4,8,2,11,7,1,6,3,0,0,0,1,1,0
5717,14595,0,0,1,5,1,3,1,0,0,0,0,0,0,0,0,4,1,0,0,0.9,0.2,0.6179603547,7,1,1,0,0,1,1,0,0,1,38,1,0.316227766,0.7580831634,0.299165506,3.7416573868,0.8,0.7,0.8,3,2,6,3,7,4,13,3,1,2,13,0,1,0,0,0,0
5718,14596,0,5,1,4,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.7,0.3,0.5994789403999999,11,1,-1,0,-1,0,1,1,2,0,104,2,0.44542114899999996,0.5621865518,0.39874804070000003,1.0,0.5,0.4,0.8,1,2,9,3,12,3,9,3,4,1,9,0,0,0,0,1,0
5719,14602,0,4,1,8,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0.7,0.6,0.7745966692,6,1,-1,2,0,11,1,0,4,1,94,0,0.3741657387,0.8342983393000001,0.43011626340000003,3.6055512755000003,0.3,0.1,0.8,2,0,8,4,8,1,9,6,2,3,9,0,1,0,0,0,0
5720,14603,0,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.2,0.3,-1.0,11,0,0,0,1,4,0,1,2,1,104,3,0.4471017781,0.6465579557,-1.0,2.0,0.3,0.6,0.1,4,5,9,1,7,2,6,4,2,5,7,0,1,1,1,1,0
5721,14605,0,2,1,5,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.1,0.2,-1.0,5,1,-1,2,-1,1,0,1,2,1,1,0,0.3741657387,0.8825091014,0.4189272013000001,3.6055512755000003,0.6,0.5,0.2,1,2,9,3,9,3,14,7,2,5,8,0,1,0,0,1,0
5722,14606,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0.9,0.6,0.8200609732999999,11,1,-1,0,-1,7,1,0,2,1,79,3,0.3872983346,0.9870232399,0.39,3.6055512755000003,0.7,0.6,0.9,2,0,9,4,7,3,10,4,3,1,6,0,1,0,0,0,0
5723,14608,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.4,0.0,-1.0,7,1,1,0,0,1,1,0,2,1,51,2,0.3741657387,0.9253132148000001,0.3307567082,3.7416573868,0.6,0.2,0.0,3,3,8,3,10,4,10,6,3,4,7,0,0,0,0,0,0
5724,14610,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.9,1.1,1.4868170700999999,11,1,-1,0,-1,7,1,1,0,1,92,3,0.3741657387,0.8030803301,0.3926830783,3.4641016150999997,0.0,0.3,0.9,3,4,9,2,8,1,10,9,2,3,12,0,0,1,0,0,0
5725,14612,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.6,0.7,-1.0,10,1,-1,0,1,0,1,1,0,1,86,3,0.399374511,0.6366720032000001,0.4062019202,1.0,0.0,0.8,0.5,3,2,7,3,6,2,9,5,2,4,9,0,1,1,0,0,0
5726,14614,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.4,0.0,1.139627132,10,0,-1,9,1,15,1,1,0,1,58,3,0.5477225575,1.3857822924,0.500999002,2.6457513111,0.9,0.9,0.7,2,1,7,4,8,2,4,4,1,2,10,0,1,1,0,1,0
5727,14616,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.2,0.2,-1.0,11,0,-1,8,-1,13,1,1,2,1,20,3,0.44721359549999995,0.9357897623999999,0.42953463189999996,3.0,0.8,0.1,0.5,2,2,7,5,11,3,10,7,1,2,9,1,0,1,0,0,0
5728,14617,0,4,1,10,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.3,0.2,-1.0,7,1,-1,0,-1,14,1,1,0,1,82,3,0.3160696126,0.5092937907,0.37735924530000003,2.0,0.9,0.9,0.3,3,0,10,1,9,2,14,5,1,1,7,0,1,1,1,0,0
5729,14626,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.1,0.2,-1.0,8,1,-1,0,1,10,1,1,0,1,89,2,0.3872983346,0.9930335858,0.40865633479999997,3.6055512755000003,0.9,0.3,0.9,1,2,9,3,10,5,10,5,1,2,10,0,1,0,0,1,0
5730,14627,0,5,2,1,0,4,0,0,0,1,0,0,0,0,0,8,1,0,0,0.8,1.3,1.6261534368000001,9,1,1,0,1,14,1,1,2,1,49,3,0.4,0.7078076967,-1.0,3.1622776602,0.3,0.6,0.8,3,2,9,2,9,1,13,7,0,3,4,0,1,1,1,0,0
5731,14629,0,0,1,3,1,1,0,0,1,0,0,0,0,0,0,8,1,0,0,0.4,0.0,0.6015604708,11,1,0,0,0,11,1,1,2,1,11,2,0.316227766,0.6670522301,0.30331501780000003,3.3166247904,0.3,0.0,0.4,1,3,8,5,8,4,12,1,0,2,9,1,1,1,0,0,0
5732,14631,0,0,1,9,0,6,1,0,0,0,0,0,0,0,0,6,1,0,0,0.2,0.3,-1.0,7,1,-1,0,-1,11,1,1,0,1,104,2,0.4469899328,0.6863034290000001,0.4110960958,2.2360679775,0.0,0.9,0.8,3,4,8,5,9,2,9,7,2,1,7,0,0,0,0,0,1
5733,14632,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.6,0.4,1.1310946026,11,0,1,0,0,7,1,0,0,1,104,3,0.4,1.1008824409,0.37735924530000003,3.7416573868,0.8,0.9,0.2,0,2,10,5,7,2,6,11,3,1,5,0,1,0,0,0,1
5734,14633,0,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,0.3,0.9440603794,8,1,-1,0,1,1,1,1,0,1,64,1,0.316227766,0.6500317856000001,0.3619392214,3.0,0.6,0.5,0.2,2,3,9,3,9,2,12,5,2,4,3,0,0,0,0,0,0
5735,14634,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.5,0.9430668056999999,11,1,-1,0,-1,15,1,1,2,1,5,2,0.4242640687,0.9532892166,0.4,3.0,0.4,0.4,0.1,4,0,8,2,10,3,10,4,0,3,6,1,1,0,1,0,0
5736,14636,0,1,1,6,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0.1,0.1,-1.0,11,0,-1,0,-1,10,1,1,2,1,55,2,0.4242640687,1.1399964658,0.41653331200000004,3.6055512755000003,0.5,0.0,0.0,3,3,7,1,10,3,9,8,0,1,4,0,0,1,1,0,0
5737,14637,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.7,0.3,0.2958039892,7,0,-1,0,-1,11,1,1,1,1,53,2,0.44721359549999995,0.9185080429000001,0.4374928571,3.1622776602,0.8,0.7,0.9,3,1,9,3,8,1,11,8,5,3,5,0,1,1,1,0,0
5738,14644,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.4,0.4,0.6986594306,10,1,-1,0,0,11,1,1,0,1,57,2,0.39471508710000003,0.5722761571,0.3785498646,1.7320508075999999,0.4,0.8,0.3,3,2,8,2,8,2,8,7,3,1,4,0,0,0,1,1,1
5739,14645,0,5,3,5,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.8,0.5,1.1319231423,11,1,-1,1,-1,14,1,1,2,1,104,2,0.4,0.9622529736,0.3920459157,3.4641016150999997,0.6,0.8,0.0,4,2,8,3,11,4,6,4,2,3,8,0,0,1,1,1,0
5740,14646,0,2,3,4,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0.5,0.2,0.5285593628,7,1,-1,0,-1,0,1,1,2,1,22,3,0.316227766,0.7767542129999999,0.374566416,3.4641016150999997,0.1,0.7,0.2,3,3,9,2,7,2,7,7,2,5,10,0,1,1,0,0,0
5741,14648,0,7,1,7,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,0.9,1.1,1.4289419162,9,0,1,8,1,3,1,1,1,1,104,2,0.5,1.2604685604,-1.0,3.0,0.0,0.8,0.7,1,1,7,5,8,2,15,11,1,4,7,0,1,1,0,0,0
5742,14649,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1,0.1,-1.0,6,1,-1,8,0,11,1,1,0,1,71,2,0.4898979486,1.1917242179,0.4949747468,3.6055512755000003,0.2,0.8,0.6,1,0,8,2,10,5,11,5,0,5,6,0,1,0,0,0,0
5743,14651,1,1,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9,1.2,1.0636023693,6,1,-1,9,0,15,1,1,0,1,104,2,0.4898979486,1.3224070215000001,0.4806245936,3.4641016150999997,0.4,0.0,0.7,1,2,9,2,11,1,8,8,2,1,7,1,1,1,0,1,1
5744,14653,0,2,1,11,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0.6,0.2,0.3674234614,7,1,1,0,0,1,1,0,2,1,25,3,0.3741657387,0.8385963282,-1.0,3.6055512755000003,0.8,0.5,0.6,2,2,6,0,8,4,5,3,1,1,8,1,1,1,0,1,0
5745,14655,0,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.3,0.0,0.5878988008,6,1,-1,0,0,11,1,1,0,1,17,2,0.3741657387,0.9121969665999999,0.3903844259000001,3.4641016150999997,0.3,0.8,0.8,3,3,9,3,9,0,8,4,2,3,8,0,1,1,1,0,0
5746,14660,0,3,1,4,0,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.3,0.0,0.7814249804000001,8,1,1,0,1,0,1,1,2,1,86,3,0.4,0.8635645903,0.3424908758,3.1622776602,0.7,0.5,0.8,4,1,10,4,9,2,12,7,1,5,4,0,1,1,0,0,0
5747,14666,0,5,1,3,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0.7,1.4,1.4966629546999999,11,0,-1,0,-1,11,1,1,2,1,53,2,0.44721359549999995,0.7698878312999999,0.4306971093,2.4494897428,0.0,0.6,0.3,4,0,8,3,10,5,10,4,2,1,10,0,0,0,0,0,0
5748,14667,1,5,1,5,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.3,0.0,0.6547900427000001,11,1,-1,0,-1,0,1,1,2,1,95,2,0.4,0.7426082023,0.3986226286,2.6457513111,0.0,0.6,0.4,3,4,8,4,9,4,11,3,0,6,5,0,1,1,0,0,0
5749,14670,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.9,1.3,1.4912243291999998,11,1,-1,0,-1,7,1,1,2,1,92,3,0.3741657387,0.8135474812000001,0.3926830783,3.4641016150999997,0.7,0.4,0.2,4,2,6,2,7,4,11,5,1,6,10,0,1,0,0,0,0
5750,14671,0,5,2,7,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.7,0.5,0.8015609771,7,1,-1,0,-1,0,1,1,2,1,32,1,0.3160696126,0.4218221003,0.3619392214,0.0,0.7,0.5,0.7,2,1,7,2,10,2,8,6,4,3,6,1,1,1,0,0,0
5751,14672,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7,0.2,0.4575751304,11,1,1,8,0,11,1,0,2,1,71,2,0.4898979486,1.3048859233,0.41255302689999995,3.6055512755000003,0.9,0.2,0.6,0,3,7,3,8,1,6,4,1,3,8,0,1,0,1,1,0
5752,14676,0,1,2,0,0,6,1,0,0,0,0,0,0,0,0,4,0,0,1,0.9,0.2,0.5567764363000001,6,0,-1,0,0,7,1,1,0,1,104,2,0.44721359549999995,0.812492848,0.4254409477,2.8284271247,0.4,0.9,0.0,3,3,9,3,10,6,6,7,2,2,10,0,1,0,0,0,0
5753,14678,0,0,1,10,0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.6,0.6,0.9006941767000001,11,1,1,0,1,0,1,0,2,1,23,3,0.4,0.9886546498000001,0.33090784219999997,3.7416573868,0.7,0.6,0.1,3,1,10,2,8,1,11,2,1,3,6,0,1,0,1,0,0
5754,14679,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.6,0.2,0.413067791,11,1,-1,0,-1,0,1,1,2,1,86,3,0.4,0.8633013704000001,-1.0,3.0,0.7,0.8,0.7,0,2,7,4,7,1,10,10,1,0,6,1,1,0,0,0,0
5755,14680,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.7,0.4,0.5798706752,6,1,-1,0,0,0,1,1,0,1,39,1,0.3160696126,0.6263497821,0.3744329045000001,2.8284271247,0.0,0.2,0.7,4,1,5,4,8,5,7,3,0,3,6,0,0,0,0,0,0
5756,14681,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,1.6,1.7455300055,11,0,-1,1,-1,9,1,1,2,1,104,2,0.4242640687,1.2103889137000001,-1.0,3.4641016150999997,0.5,0.2,0.7,4,3,10,3,8,2,9,4,4,2,6,0,0,0,1,0,0
5757,14683,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.5,0.6,-1.0,7,1,-1,0,-1,14,1,1,0,1,82,3,0.316227766,0.6274538605,0.36851051549999997,2.8284271247,0.0,0.8,0.7,1,3,8,4,10,3,5,5,1,3,6,0,1,1,0,0,0
5758,14684,0,1,1,3,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0.9,0.4,0.8514693182999999,7,1,-1,0,-1,4,1,1,2,1,12,3,0.4,0.7053953818,0.3708099244,3.0,0.5,0.9,0.9,4,1,7,3,9,1,14,3,0,2,9,0,1,0,0,1,0
5759,14685,0,0,1,6,0,1,0,0,0,1,0,0,0,0,0,9,1,0,0,0.9,0.4,0.6015604708,11,0,-1,0,-1,15,0,0,1,1,5,2,0.44721359549999995,1.2162807418000001,0.4,3.7416573868,0.3,0.0,0.8,3,2,8,3,11,1,12,4,1,3,5,0,0,1,1,0,0
5760,14686,0,2,1,8,0,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0.1,0.3,-1.0,11,1,0,0,1,4,1,1,0,1,12,3,0.4,0.7035476806000001,0.3248076354,3.0,0.2,0.0,0.3,2,1,7,1,11,2,5,8,0,2,10,0,0,1,0,0,0
5761,14687,0,7,1,7,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.4,0.0,0.5562148865,0,1,-1,0,1,1,1,1,0,1,64,3,0.31527765539999997,0.39852517369999996,0.3612478374,0.0,0.2,0.6,0.8,2,3,8,2,6,3,8,3,2,4,8,0,1,1,0,0,0
5762,14688,0,1,1,2,0,0,0,1,0,0,0,0,1,1,2,4,0,1,0,0.4,0.0,-1.0,9,1,0,0,0,0,1,1,2,1,62,3,0.4,0.8230034695,0.32,3.1622776602,0.6,0.6,0.6,1,4,6,3,8,2,4,4,3,6,5,0,1,0,0,0,0
5763,14689,0,0,1,2,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0.3,0.0,0.65,5,1,1,0,0,1,0,0,2,1,25,3,0.4,0.8752567509999999,-1.0,3.6055512755000003,0.7,0.4,0.2,2,3,9,2,11,4,10,7,3,2,9,0,1,0,0,0,0
5764,14690,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.3,0.2,-1.0,6,1,-1,0,0,0,1,1,0,1,32,0,0.316227766,0.6991435138,0.36,3.7416573868,0.9,0.4,0.8,2,2,7,3,10,3,9,5,1,2,7,0,1,0,1,0,0
5765,14691,0,0,1,8,1,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.9,0.3,0.632455532,7,1,0,0,1,14,1,1,2,1,49,3,0.3604164258,0.3596083728,-1.0,0.0,0.6,0.7,0.0,3,2,8,3,11,5,7,7,2,4,6,0,0,1,1,0,0
5766,14694,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,0.3,0.7545694136,7,1,-1,1,-1,12,1,1,2,1,104,2,0.3741657387,0.7613602442,0.39874804070000003,3.4641016150999997,0.0,0.7,0.8,1,2,8,3,12,1,10,4,1,2,9,0,1,1,1,0,0
5767,14701,0,2,3,10,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.9,1.2,2.0251543151,11,0,-1,0,-1,10,1,1,2,1,83,2,0.4242640687,0.9055727378,0.4185689907,2.8284271247,0.0,0.8,0.3,2,0,10,4,10,0,10,7,1,6,6,0,1,1,0,1,0
5768,14702,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.7,0.9,1.5894181325,11,1,-1,0,-1,11,1,0,2,1,104,2,0.316227766,0.8794837892,0.3817066937,3.7416573868,0.2,0.9,0.4,3,3,10,2,10,2,6,3,4,4,4,0,0,0,0,1,0
5769,14707,0,2,1,4,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0.7,0.3,0.5244044241,7,1,0,0,1,1,1,1,3,1,64,3,0.31527765539999997,0.4838080693,0.3041381265,0.0,0.7,0.4,0.9,3,4,10,2,8,2,9,2,1,5,8,0,1,0,0,0,0
5770,14708,0,1,1,5,0,4,0,0,0,1,0,0,0,0,0,7,1,0,0,0.4,0.0,0.5634713835,11,1,1,0,0,0,1,1,2,1,39,3,0.3160696126,0.7064929097,-1.0,3.1622776602,0.0,0.7,0.6,3,2,8,2,9,1,15,6,1,1,8,0,1,1,0,0,1
5771,14712,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.9,0.3,0.6703543839,7,1,0,0,1,11,1,1,3,1,16,3,0.4242640687,0.6377096154999999,0.32634337739999997,2.2360679775,0.0,0.4,0.1,2,3,8,1,9,4,13,4,2,5,7,0,1,1,0,0,0
5772,14713,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.4,0.0,0.7874007874,7,1,-1,0,-1,11,1,1,2,1,30,3,0.44721359549999995,0.6445896895000001,0.4449719092,1.0,0.4,0.6,0.7,1,2,8,2,10,1,8,6,3,1,4,0,0,0,1,0,0
5773,14714,0,7,1,8,1,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.8,0.4,0.7885905148000001,6,1,-1,0,1,0,1,1,0,1,66,1,0.4,0.7338058833,0.3794733192,2.8284271247,0.6,0.3,0.1,3,3,7,1,10,2,5,9,1,5,11,0,1,0,0,0,0
5774,14715,0,2,1,5,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.7,0.0,0.7057797106999999,7,1,-1,0,-1,0,1,1,2,1,32,3,0.316227766,0.6528228595000001,0.3615245497,3.1622776602,0.1,0.4,0.4,2,1,7,2,9,2,5,4,0,1,7,0,1,0,0,1,0
5775,14717,0,3,1,5,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0.7,0.3,0.66473679,9,1,1,0,1,0,0,0,1,1,78,3,0.4,0.9427299027,0.3287856445,3.7416573868,0.2,0.2,0.2,2,2,7,6,11,2,8,6,0,3,10,0,0,1,0,1,0
5776,14718,0,2,1,7,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,0.7,0.3,-1.0,11,1,-1,0,-1,14,1,1,2,1,82,1,0.3160696126,0.44596445770000004,0.3774917218,0.0,0.1,0.1,0.5,3,3,9,1,11,1,5,6,2,1,10,0,1,0,1,0,0
5777,14719,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.6,0.2,0.7693341277,11,0,-1,0,-1,11,1,1,2,1,3,2,0.4242640687,1.0912310131,0.43497126340000003,3.4641016150999997,0.3,0.2,0.2,3,2,6,5,7,1,5,3,2,2,2,1,0,1,1,0,0
5778,14720,0,0,1,6,1,4,0,0,0,1,0,0,0,0,0,12,1,0,0,0.9,0.4,0.6882949948999999,7,1,-1,0,-1,1,1,0,2,1,38,3,0.316227766,0.7998966875,0.3598610843,3.6055512755000003,0.0,0.0,0.1,2,2,9,4,10,4,11,5,2,5,12,0,1,1,0,0,0
5779,14722,0,3,1,3,1,0,0,0,1,0,0,0,0,0,0,12,0,1,0,0.3,0.4,-1.0,6,1,-1,0,0,11,1,1,0,1,99,2,0.316227766,0.6873562959999999,0.3687817783,3.4641016150999997,0.0,0.1,0.9,2,1,7,3,11,2,5,3,1,4,9,0,1,1,1,1,0
5780,14723,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.2,-1.0,10,1,-1,0,0,1,1,1,0,1,10,2,0.316227766,0.7490800143,0.3814446225,3.3166247904,0.9,0.9,0.4,2,3,5,2,9,2,7,3,3,0,4,0,1,0,0,0,1
5781,14728,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,13,0,1,0,0.7,0.2,0.6062177826,11,0,0,8,1,13,1,1,1,1,4,2,0.5656854249000001,1.3587336106999999,0.4410215414,3.1622776602,0.7,0.5,0.3,3,3,7,3,8,3,6,6,3,1,6,0,1,1,1,0,0
5782,14732,0,2,1,6,1,6,0,1,0,0,0,0,0,0,0,11,0,0,1,0.5,0.2,0.6823672031999999,11,1,0,0,1,6,1,1,2,1,73,3,0.4,0.783032883,0.35608987630000005,3.0,0.7,0.0,0.1,2,0,7,1,10,1,12,4,0,2,9,0,0,1,1,0,0
5783,14738,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.1,0.1,-1.0,9,1,0,0,1,0,1,1,0,1,87,3,0.316227766,0.6595609609,0.2944486373,3.0,0.9,0.8,0.2,1,0,8,4,8,4,9,3,3,5,8,0,1,0,0,1,0
5784,14739,0,2,1,3,1,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.1,0.1,-1.0,7,1,0,0,1,1,1,1,2,1,64,3,0.316227766,0.7115778068999999,0.31144823,3.3166247904,0.0,0.1,0.4,2,2,9,4,10,1,12,6,3,0,6,1,1,1,1,1,0
5785,14742,0,4,1,4,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.9,0.5,0.7897784498999999,7,1,1,0,0,4,1,1,2,1,12,3,0.4,0.9013305133,0.3278719262,3.6055512755000003,0.2,0.4,0.6,2,2,8,2,10,5,8,5,2,3,6,0,1,0,0,1,0
5786,14743,0,1,1,2,1,0,1,0,0,0,0,0,1,0,1,6,1,0,0,0.6,1.1,1.2901065847,11,1,1,0,1,11,1,1,2,1,103,1,0.316227766,0.6082253008,0.2887905816,3.1622776602,0.5,0.7,0.7,4,1,7,4,8,3,13,1,3,2,1,0,1,1,0,0,0
5787,14744,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.8,0.4,0.98836987,11,1,-1,0,-1,14,1,0,2,1,49,3,0.4,0.8359188541,0.36851051549999997,3.6055512755000003,0.7,0.5,0.1,2,0,8,4,5,3,7,6,1,4,10,0,1,0,0,0,0
5788,14746,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.3,0.0,0.5820223363,6,1,-1,0,0,11,1,0,0,1,47,2,0.3741657387,0.9868662314,0.3817066937,3.7416573868,0.0,0.2,0.4,2,2,9,2,8,1,13,3,0,3,8,0,0,1,0,1,0
5789,14749,0,1,1,6,0,6,1,0,0,0,0,0,0,0,0,12,1,0,0,0.9,0.5,1.1129914645,11,1,-1,0,-1,1,1,1,2,1,65,3,0.316227766,0.7211675566,0.3521363372,3.6055512755000003,0.1,0.6,0.8,3,4,7,3,9,4,8,8,0,2,8,0,0,1,0,0,0
5790,14753,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.3,0.0,0.577169819,5,1,0,0,0,11,1,1,1,1,99,2,0.316227766,0.5962520683,0.30331501780000003,2.8284271247,0.1,0.2,0.4,2,0,6,5,10,4,10,7,1,2,5,0,0,1,0,0,0
5791,14755,0,4,2,2,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.9,1.5,1.6444984038,11,1,-1,0,-1,6,1,1,2,1,27,3,0.3741657387,0.7176925837,0.39076847369999995,3.3166247904,0.9,0.7,0.2,2,1,7,1,10,2,6,8,2,3,6,0,1,0,1,0,0
